村志代码 Gazetteer Code,村志书名 Gazetteer Title,Category,Division1,Division2,Division3,Division4,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
836,枫深村志,人口 Population,男性人口 Male Population,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,740,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
836,枫深村志,人口 Population,女性人口 Female Population,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,732,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
836,枫深村志,人口 Population,总人口 Total Population,,,,n/a,n/a,n/a,n/a,470,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1158,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1472,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
839,赤水垟志,户数 Number of Households,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,205,n/a,n/a,n/a,n/a,n/a,242,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,275,n/a,n/a,n/a,n/a,n/a,n/a,n/a,317,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,355,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,352,n/a,n/a,n/a,n/a,408,409,n/a,n/a,n/a
839,赤水垟志,人口 Population,总人口 Total Population,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,719,n/a,n/a,n/a,n/a,n/a,1112,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1188,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1258,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1330,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1445,n/a,n/a,n/a,n/a,1519,1739,n/a,n/a,n/a
839,赤水垟志,人口 Population,女性人口 Female Population,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,343,n/a,n/a,n/a,n/a,n/a,526,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,555,n/a,n/a,n/a,n/a,n/a,n/a,n/a,580,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,643,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,650,n/a,n/a,n/a,n/a,684,848,n/a,n/a,n/a
839,赤水垟志,人口 Population,男性人口 Male Population,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,374,n/a,n/a,n/a,n/a,n/a,586,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,633,n/a,n/a,n/a,n/a,n/a,n/a,n/a,678,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,687,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,795,n/a,n/a,n/a,n/a,835,891,n/a,n/a,n/a
839,赤水垟志,出生人数 Number of Births,,,,,7,12,13,19,11,22,18,16,23,17,14,13,11,27,23,25,30,39,14,42,27,29,21,25,34,24,20,32,23,26,24,29,24,32,23,28,22,24,22,35,25,39,35,28,38,22,19,17,23,23,21,22,16,21,16,31,20,20,23,24,13,14,15,20,12,16,12,5,n/a,n/a,n/a
839,赤水垟志,死亡人数 Number of Deaths,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12,14,15,12,14,15,9,10,11,5,8,9,13,n/a,n/a,n/a,n/a,n/a
840,侨乡村志,户数 Number of Households,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,665,661,661,665,665,671,672,679,679,675,671,683,674,670,667,662,664,650,650,641,651,651,651,650,650,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
840,侨乡村志,人口 Population,总人口 Total Population,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2728,2716,2730,2735,2730,2728,2721,2708,2685,2692,2714,2736,2750,2750,2736,2750,2746,2735,2727,2720,2740,2748,2786,2832,2861,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
840,侨乡村志,人口 Population,男性人口 Male Population,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1231,1223,1239,1249,1245,1240,1249,1245,1230,1236,1240,1251,1258,1264,1270,1280,1283,1281,1278,1281,1289,1297,1303,1334,1373,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
840,侨乡村志,人口 Population,女性人口 Female Population,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1497,1497,1491,1486,1485,1488,1472,1463,1455,1456,1476,1485,1492,1486,1466,1470,1463,1454,1449,1439,1451,1451,1483,1498,1488,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
840,侨乡村志,自然出生率 Birth Rate (%),,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.993,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
840,侨乡村志,自然增长率 Natural Population Growth Rate (%),,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.397,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
841,北薛庄村志,户数 Number of Households,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,169,n/a,n/a,n/a,170,n/a,n/a,n/a,n/a,n/a
841,北薛庄村志,人口 Population,总人口 Total Population,,,,368,360,360,370,372,380,380,385,395,380,385,390,443,483,515,528,528,534,540,560,579,580,564,562,564,560,570,572,n/a,n/a,556,546,559,558,554,553,546,564,573,578,573,577,584,564,584,580,584,581,579,574,571,578,554,543,540,520,524,560,598,622,637,649,660,671,n/a,670,n/a,n/a,n/a,n/a,n/a
841,北薛庄村志,人口 Population,男性人口 Male Population,,,,188,190,190,192,192,196,196,200,210,196,198,209,230,247,257,265,271,270,273,298,306,294,286,286,289,288,295,295,n/a,n/a,292,278,285,280,279,280,290,278,287,291,287,292,298,289,296,295,298,298,302,300,301,306,292,287,276,273,275,287,298,305,311,319,323,329,n/a,n/a,n/a,n/a,n/a,n/a,n/a
841,北薛庄村志,人口 Population,女性人口 Female Population,,,,180,170,170,178,180,184,184,185,185,184,187,181,213,236,258,263,257,264,267,262,273,266,278,276,275,272,275,277,n/a,n/a,264,268,274,278,275,273,256,286,286,287,286,285,286,275,288,285,286,283,277,274,270,272,262,256,264,247,249,273,300,317,326,330,337,342,n/a,n/a,n/a,n/a,n/a,n/a,n/a
842,美林村志,户数 Number of Households,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,251,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
842,美林村志,人口 Population,总人口 Total Population,,,,n/a,n/a,n/a,281,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,540,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1018,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1073,1085,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
843,蔡和村志,户数 Number of Households,,,,,n/a,101,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,107,n/a,n/a,n/a,145,n/a,n/a,n/a,n/a,166,n/a,n/a,n/a,n/a,190,n/a,n/a,n/a,n/a,225,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,270,n/a,n/a,n/a,n/a,n/a,280,n/a,n/a,n/a,n/a,n/a,n/a,308,308,n/a,n/a,n/a,n/a,n/a,n/a,n/a
843,蔡和村志,人口 Population,总人口 Total Population,,,,n/a,460,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,570,n/a,n/a,n/a,664,n/a,n/a,n/a,n/a,756,n/a,n/a,n/a,n/a,875,n/a,n/a,n/a,n/a,966,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,955,n/a,n/a,n/a,n/a,n/a,930,n/a,n/a,n/a,n/a,n/a,n/a,964,967,n/a,n/a,n/a,n/a,n/a,n/a,n/a
843,蔡和村志,人口 Population,男性人口 Male Population,,,,n/a,244,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,298,n/a,n/a,n/a,342,n/a,n/a,n/a,n/a,395,n/a,n/a,n/a,n/a,451,n/a,n/a,n/a,n/a,490,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,487,n/a,n/a,n/a,n/a,n/a,477,n/a,n/a,n/a,n/a,n/a,n/a,489,491,n/a,n/a,n/a,n/a,n/a,n/a,n/a
843,蔡和村志,人口 Population,女性人口 Female Population,,,,n/a,216,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,272,n/a,n/a,n/a,322,n/a,n/a,n/a,n/a,361,n/a,n/a,n/a,n/a,424,n/a,n/a,n/a,n/a,476,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,468,n/a,n/a,n/a,n/a,n/a,453,n/a,n/a,n/a,n/a,n/a,n/a,475,476,n/a,n/a,n/a,n/a,n/a,n/a,n/a
843,蔡和村志,自然增长率 Natural Population Growth Rate (‰),,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,30,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
844,十里·大桥村志,户数 Number of Households,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,425,429,432,433,433,465,473,492,510,590,548,548,558,559,599,588,602,620,620,642,717,797,449,449,494,530,526,548,548,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
844,十里·大桥村志,人口 Population,男性人口 Male Population,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,802,799,810,816,816,826,834,840,858,862,872,887,888,888,906,914,925,929,948,960,1004,550,591,611,617,622,631,578,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
844,十里·大桥村志,人口 Population,女性人口 Female Population,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,951,944,938,943,958,965,977,983,998,1006,1014,1018,1029,1042,1046,1059,1059,1077,1106,1139,1183,668,696,705,707,719,736,723,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
844,十里·大桥村志,人口 Population,总人口 Total Population,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1749,1753,1743,1748,1759,1774,1791,1811,1823,1856,1868,1886,1905,1917,1930,1952,1973,1984,2006,2054,2099,2187,1218,1226,1237,1247,1267,1294,1301,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
845,峒峪村志,户数 Number of Households,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,520,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
845,峒峪村志,人口 Population,总人口 Total Population,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2600,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
848,邓村村志,户数 Number of Households,,,,,109,110,110,113,116,117,118,118,120,121,123,124,134,136,123,135,138,n/a,n/a,n/a,n/a,n/a,134,n/a,n/a,n/a,135,141,n/a,n/a,141,142,142,142,142,142,144,144,145,145,154,154,154,156,156,152,152,152,152,169,169,170,170,170,172,173,175,175,177,177,177,177,177,177,177,177,177,n/a,n/a,n/a,n/a
848,邓村村志,人口 Population,总人口 Total Population,,,,453,458,464,468,474,490,501,507,506,512,511,511,527,539,498,539,549,n/a,n/a,n/a,n/a,n/a,548,n/a,n/a,n/a,531,531,n/a,n/a,534,533,555,571,546,545,563,575,587,602,603,613,618,627,629,639,634,643,652,643,624,628,603,602,594,604,622,627,636,637,660,672,672,690,696,709,712,n/a,n/a,n/a,n/a
848,邓村村志,人口 Population,男性人口 Male Population,,,,242,234,239,240,245,246,249,254,251,257,256,256,279,288,246,278,280,n/a,n/a,n/a,n/a,n/a,292,n/a,n/a,n/a,251,255,n/a,n/a,255,255,270,281,276,283,292,308,302,317,310,313,316,320,320,319,315,320,323,323,323,326,312,312,308,312,322,322,315,327,330,330,346,347,347,n/a,347,n/a,n/a,n/a,n/a
848,邓村村志,人口 Population,女性人口 Female Population,,,,211,224,225,228,229,244,252,253,255,255,255,255,248,251,246,261,269,n/a,n/a,n/a,n/a,n/a,256,n/a,n/a,n/a,280,276,n/a,n/a,279,278,285,290,270,262,271,267,285,285,293,300,302,307,309,320,319,323,329,311,301,302,291,290,286,292,300,305,321,310,330,342,330,343,349,n/a,365,n/a,n/a,n/a,n/a
848,邓村村志,出生人数 Number of Births,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12,n/a,n/a,n/a,3,4,n/a,n/a,7,7,20,12,9,9,16,10,13,10,11,11,11,9,7,n/a,3,n/a,9,8,6,5,5,2,6,10,n/a,n/a,11,6,9,10,7,6,14,n/a,n/a,n/a,n/a,n/a,n/a
848,邓村村志,死亡人数 Number of Deaths,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a,4,3,n/a,n/a,n/a,3,3,3,6,10,n/a,2,2,n/a,4,3,4,4,5,n/a,2,n/a,n/a,6,7,8,1,3,4,1,n/a,n/a,3,4,5,2,6,6,9,n/a,n/a,n/a,n/a,n/a,n/a
849,碧龙村志,户数 Number of Households,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,170,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
849,碧龙村志,人口 Population,总人口 Total Population,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,487,493,488,495,513,526,537,548,559,564,572,576,579,583,598,594,594,n/a,608,610,605,605,605,610,608,607,612,619,607,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
850,永联村志,户数 Number of Households,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,966,843,n/a,865,n/a,n/a,n/a,910,n/a,n/a,n/a,n/a,1200,n/a,n/a,n/a,n/a,1381,n/a,n/a,n/a,n/a,1554,1555,n/a,1551,n/a,1543,n/a,n/a,n/a,1533,n/a,n/a,n/a,n/a,n/a,1497,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
850,永联村志,人口 Population,总人口 Total Population,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4633,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4230,4287,4319,4360,4434,4496,4481,4508,4570,4673,4679,4681,4643,4571,4586,4619,4611,4644,4682,4758,4857,4965,4948,4874,4787,4714,4669,4698,4657,4733,4757,4774,4741,4791,4778,4773,4750,4674,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
850,永联村志,人口 Population,男性人口 Male Population,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2309,n/a,n/a,n/a,n/a,n/a,2258,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
850,永联村志,人口 Population,女性人口 Female Population,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2465,n/a,n/a,n/a,n/a,n/a,2416,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
850,永联村志,出生人数 Number of Births,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,34,23,49,23,33,26,31,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
850,永联村志,自然出生率 Birth Rate (%),,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.71,0.55,10.02,0.48,0.69,0.55,0.66,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
850,永联村志,死亡人数 Number of Deaths,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,32,31,33,30,31,32,34,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
850,永联村志,死亡率 Death Rate (%),,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.67,0.65,0.69,0.63,0.65,0.67,0.71,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
850,永联村志,自然增长率 Natural Population Growth Rate (%),,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.04,-0.01,0.33,-0.15,0.04,-0.12,-0.05,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
