村志代码 Gazetteer Code,村志书名 Gazetteer Title,Category,Division1,Subdivision - Agri.,Subdivision - Misc.,Subdivision - Service,Division2,Subdivision - Household,Unit,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
0655,海星村志,用电量 Electricity Consumption,,,,,生活 Household,全村 village,万千瓦时/万度 10K kilowatt hours,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,36,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
0655,海星村志,人均收入 Per Capita Income,,,,,,,元 yuan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,77,n/a,n/a,n/a,n/a,109.96,n/a,n/a,n/a,n/a,75.93,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4803,n/a,n/a,n/a,n/a,4580.50,4506,6208,6780,6885,7616,9074,9976,10650,11398,12818,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
0656,北关村志,粮食总产量 Total Grain Output,,,,,,,万斤 10K jin,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,37.75,n/a,n/a,39.63,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
0658,义路村志,集体经济收入 Collective Economic Income,总 Total,,,,,,元 yuan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,93903.90,108833.50,150446.24,156261.13,188429.83,171527.81,192574.90,245444.80,279388.55,288615.37,269082.98,296267.82,290557.68,359724.97,267287.09,301720.79,304900.05,271960.38,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1748454.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3303418.40,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
0658,义路村志,集体经济收入 Collective Economic Income,种植业 Agriculture,,,,,,元 yuan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,61541.82,84619.09,95364.38,128703.29,145876.00,125921.22,161657.55,148451.25,200140.29,188170.52,196302.49,209280.52,173970.64,253855.14,209255.54,179750.50,186896.66,186623.86,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
0658,义路村志,集体经济收入 Collective Economic Income,林业 Forestry,,,,,,元 yuan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,32068.80,16946.28,24600.91,6874.07,2698.93,3266.22,0.00,49347.08,0.00,14739.25,1830.75,740.50,929.40,2903.00,1203.45,574.00,1031.00,0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
0658,义路村志,集体经济收入 Collective Economic Income,牧业 Animal Husbandry,,,,,,元 yuan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,268.50,205.00,459.00,891.75,808.72,0.00,n/a,n/a,n/a,300.88,697.37,532.42,2457.82,4380.37,7187.16,2074.57,92.80,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
0658,义路村志,集体经济收入 Collective Economic Income,副业 Miscellaneous,,,,,,元 yuan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,6225.98,28247.37,20224.77,38916.93,41531.65,30917.35,47646.47,79248.26,85705.60,70648.86,85166.43,113755.15,98206.28,50331.10,108232.56,111797.26,83820.98,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
0658,义路村志,耕地面积 Cultivated Area,,,,,,,亩 mu,2475,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2325,2325,2325,2325,2325,2325,2244,1809,1788,1788,1788,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
0658,义路村志,人均收入 Per Capita Income,,,,,,,元 yuan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,362.00,700.00,600.00,750.00,550.00,620.00,700.00,1000.00,2000.00,2500.00,3000.00,3000.00,3000.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
0659,邑等村志,总产值 Gross Output Value,第一产业 Raw Materials,,,,,,万元 10K yuan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,43.98,n/a,51.60,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1452.13,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
0659,邑等村志,耕地面积 Cultivated Area,,,,,,,亩 mu,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3326,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
0659,邑等村志,粮食总产量 Total Grain Output,,,,,,,万公斤 10K kilograms,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,53.00,60.00,57.40,62.00,60.00,58.00,55.00,62.00,64.00,62.40,67.00,57.10,57.90,59.00,59.40,74.10,75.20,92.00,83.00,82.00,103.30,107.00,82.40,90.30,96.90,103.20,109.50,110.20,122.20,121.30,82.00,95.00,96.00,100.80,107.00,107.00,114.00,118.00,119.00,119.20,118.00,125.00,135.00,144.00,144.40,133.20,133.00,135.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
0659,邑等村志,人均收入 Per Capita Income,,,,,,,元 yuan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,152,n/a,196,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1508,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3381,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
0659,邑等村志,总产值 Gross Output Value,总 Total,,,,,,万元 10K yuan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,646,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
0660,羊甫村志,电价 Electricity Price,,,,,General,,元每千瓦时/度 yuan per kilowatt-hour,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.50,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
0660,羊甫村志,水价 Water Price,,,,,General,,元每吨 yuan per ton,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
0660,羊甫村志,人均收入 Per Capita Income,,,,,,,元 yuan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,286,357,486,528,584,638,714,812,880,1432,1915,2506,2859,3208,3819,4403,4614,4998,5087,5161,5345,5514,5605,5717,5859,6212,6701,6844,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
0662,东瓜地村志,耕地面积 Cultivated Area,,,,,,,亩 mu,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,826.48,n/a,n/a,935.83,n/a,n/a,n/a,n/a,1130,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1233.8,n/a,n/a,1049,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,250,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,250,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
0662,东瓜地村志,粮食总产量 Total Grain Output,,,,,,,斤 jin,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,203076,n/a,n/a,369847,n/a,n/a,n/a,n/a,514495,n/a,n/a,n/a,n/a,n/a,n/a,n/a,744312,n/a,n/a,908402,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,236120,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,236120,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
0662,东瓜地村志,人均收入 Per Capita Income,,,,,,,元 yuan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6030,6760,6000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
0662,东瓜地村志,粮食总产量 Total Grain Output,,,,,,,万公斤 10K kilograms,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,54.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
0663,边院村志,耕地面积 Cultivated Area,,,,,,,亩 mu,1885,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1020,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
0663,边院村志,粮食总产量 Total Grain Output,,,,,,,斤 jin,617886,n/a,n/a,543600,n/a,n/a,n/a,n/a,526960,n/a,n/a,n/a,487371,652077,670110,773897,933646,786819,683254,532746,824662,790346,862629,966762,994746,832209,969118,1211227,1018957,1096910,1189968,1094667,980197,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1674000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
0663,边院村志,人均收入 Per Capita Income,,,,,,,元 yuan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,32.6,n/a,n/a,n/a,n/a,39.9,n/a,n/a,42.0,n/a,n/a,n/a,n/a,42.0,46.0,42.0,41.9,38.5,44.0,50.0,36.0,42.0,50.0,61.0,118.0,n/a,n/a,420.0,478.0,493.0,584.0,575.0,658.0,738.0,828.0,950.0,1038.0,1460.0,1770.0,2306.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
0664,北安河村志,集体经济收入 Collective Economic Income,总 Total,,,,,,万元 10K yuan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,156.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2015.4,2962.3130,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,10667,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
0664,北安河村志,人均收入 Per Capita Income,,,,,,,元 yuan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1413,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
0665,佰王刘村志,耕地面积 Cultivated Area,,,,,,,亩 mu,3024,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2913,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2893,n/a,n/a,n/a,n/a,2321,n/a,n/a,n/a,n/a,2321,n/a,n/a,n/a,n/a,n/a,2321,n/a,n/a,n/a,2315,n/a,n/a,n/a,n/a,2427,n/a,n/a,n/a,n/a,2497,n/a,n/a,n/a,2450,n/a,n/a,n/a,2263,n/a,n/a,n/a,n/a,n/a,n/a
0665,佰王刘村志,人均收入 Per Capita Income,,,,,,,元 yuan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7579,n/a,n/a,n/a,n/a,n/a,n/a,n/a
0666,可建村志,耕地面积 Cultivated Area,,,,,,,亩 mu,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2021,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
0666,可建村志,粮食总产量 Total Grain Output,,,,,,,担 dan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1056,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3100,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,32310,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
0666,可建村志,人均收入 Per Capita Income,,,,,,,元 yuan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2775,n/a,n/a,n/a,n/a,n/a,4302,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
0667,白文村志,耕地面积 Cultivated Area,,,,,,,亩 mu,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8600,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
0667,白文村志,集体经济收入 Collective Economic Income,总 Total,,,,,,元 yuan,138025,150005,162927,173588,172751,185796,176144,195534,190613,238956,226367,165675,312098,331255,256626,241579,166928,257615,266796,229545,255605,245551,292286,111040,287334,278395,262741,299368,365093,418072,467120,456567,507370,899750,545872,1900000,1784800,1774300,1558000,2472300,1857000,2635000,3094000,3814000,5863000,7259000,4759300,6960000,7900000,10780000,3180000,9870000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
0667,白文村志,人均收入 Per Capita Income,,,,,,,元 yuan,41,43,44,46,45,47,44,46,45,49,47,29,64,66,53,49,32,45,43,31,45,43,52,24,44,44,30,43.50,51,51,55,50,50,109,63,277,265,240,205,347,238,377,295,396,550,700.1,547,782,1141,1070,306,746,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
0667,白文村志,粮食总产量 Total Grain Output,,,,,,,斤 jin,634580,690180,812780,913000,894040,952500,804165,975958,862000,1355181,1135642,574000,926939,908820,1229206,1182916,1035592,1057560,1561792,1062021,1474554,1927981,1787640,932045,1995784,1754399,1795075,1441334,1829168,2080183,2688448,2128884,2680000,2800000,1644000,3280000,2338350,1331200,798900,1267050,2460000,1465000,905000,1513000,3392000,3248000,652704,2045400,803495,1185276,1185276,2172000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
0668,八仙庄村志,耕地面积 Cultivated Area,,,,,,,亩 mu,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2329,2329,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
0668,八仙庄村志,粮食总产量 Total Grain Output,,,,,,,斤 jin,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,873542.31,722031.35,257482.325,575958.298,508301.276,946171.272,764402.94,1020233.28,1109405,724053,1075158,1352783.61,954954,1162890.88,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
0668,八仙庄村志,电价 Electricity Price,,,,,生活 Household,,元每千瓦时/度 yuan per kilowatt-hour,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.16,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
0669,西塘坨村志,耕地面积 Cultivated Area,,,,,,,亩 mu,13500,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,13000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,13000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11360,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
0670,北程庄村志,耕地面积 Cultivated Area,,,,,,,亩 mu,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,447,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,202,n/a,n/a,n/a,n/a,n/a,220,220,220,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
0670,北程庄村志,粮食总产量 Total Grain Output,,,,,,,斤 jin,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,91851,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,283171,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
0670,北程庄村志,粮食总产量 Total Grain Output,,,,,,,万斤 10K jin,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
